안심식당번호,시도명,시군구명,사업장명,정제도로명주소,정제지번주소,상세주소,업종명,업종상세명,전화번호,선정여부구분,취소일자,비고사항,수정일,정제우편번호,정제WGS84위도,정제WGS84경도
4650,경기도,성남시,양지 생고기 식당,경기도 성남시 수정구 논골로 11,경기도 성남시 수정구 단대동 66-6번지,1층,일반음식점,기타외국식,031-743-1455,Y,,,,13141,37.4551886413,127.1603575664
4652,경기도,성남시,신강 양꼬치,경기도 성남시 수정구 수정남로 19,경기도 성남시 수정구 수진동 2980-1번지,1층,일반음식점,기타외국식,031-751-1425,Y,,,,13316,37.4396936772,127.1301884857
4654,경기도,성남시,까치골 가든,경기도 성남시 수정구 탄천로 812-1,경기도 성남시 수정구 복정동 459번지,1층,일반음식점,한식,031-751-5449,Y,,,,13108,37.4588659938,127.1245309386
4656,경기도,성남시,천하통일회수중공원,경기도 성남시 수정구 성남대로 1215,경기도 성남시 수정구 수진동 4557번지 밀란체1,,일반음식점,일식,031-752-5245,Y,,,,13313,37.4381257746,127.1274719120
4658,경기도,성남시,바다해물짬뽕,경기도 성남시 수정구 수정로135번길 24,경기도 성남시 수정구 태평동 3564번지,1층,일반음식점,중식,031-755-9292,Y,,,,13304,37.4439792273,127.1343841538
4660,경기도,성남시,신찌네,경기도 성남시 수정구 헌릉로 922,경기도 성남시 수정구 복정동 198-16번지,1층,일반음식점,한식,031-756-9944,Y,,,,13114,37.4652634039,127.1353095767
4661,경기도,성남시,수정낙지골,경기도 성남시 수정구 수정로 157,경기도 성남시 수정구 태평동 3430번지,1층,일반음식점,한식,031-757-0048,Y,,,,13292,37.4428618293,127.1374079775
4663,경기도,성남시,송이와은어향기,경기도 성남시 수정구 대왕판교로 962,경기도 성남시 수정구 시흥동 164-1번지,1층,일반음식점,한식,031-758-6600,Y,,,,13106,37.4261020119,127.1027229654
4665,경기도,성남시,쿠우쿠우,경기도 성남시 수정구 수정로 138,경기도 성남시 수정구 수진동 5번지 7층,1층,일반음식점,일식,031-759-9000,Y,,,,13327,37.4417652061,127.1354688686
4667,경기도,시흥시,해상공원회집,경기도 시흥시 오이도로 129,경기도 시흥시 정왕동 1972-4번지,"1층, 2층",일반음식점,일식,,Y,,,,15015,37.3480639735,126.6900159645
4669,경기도,안성시,안성(하)휴게소2,경기도 안성시 원곡면 경부고속도로 365,경기도 안성시 원곡면 반제리 642-6번지,,일반음식점,한식,031-655-0531,Y,,,,17557,37.0135635759,127.1447184280
4671,경기도,안성시,안성(하)휴게소 돈까스,경기도 안성시 원곡면 경부고속도로 365,경기도 안성시 원곡면 반제리 642-6번지,,일반음식점,한식,031-655-0531,Y,,,,17557,37.0135635759,127.1447184280
4556,경기도,광주시,성진네흑염소집,경기도 광주시 이배재로 348,경기도 광주시 목현동 247번지,,일반음식점,한식,031-762-1782,Y,,,,12765,37.4353285305,127.2212725542
4558,경기도,광주시,사마루오리탕집,경기도 광주시 초월읍 산수로 760,경기도 광주시 초월읍 무갑리 626-3번지,,일반음식점,한식,031-762-2375,Y,,,,12730,37.4264551209,127.3103004441
2837,경기도,수원시,스시오 블랙컨테이너,경기도 수원시 영통구 도청로 10,경기도 수원시 영통구 이의동 1338번지,롯데아울렛 3층,일반음식점,일식,031-8064-2324,Y,,,,16508,37.2865820892,127.0559743208
2838,경기도,수원시,정돈,경기도 수원시 영통구 광교중앙로 124,경기도 수원시 영통구 하동 871-1번지,광교 갤러리아백화점 9층,일반음식점,일식,031-5174-7912,Y,,,,16514,37.2853339989,127.0572677088
2839,경기도,수원시,코코이찌방야,경기도 수원시 영통구 도청로 10,경기도 수원시 영통구 이의동 1338번지,롯데아울렛 3층,일반음식점,일식,031-8064-2307,Y,,,,16508,37.2865820892,127.0559743208
2462,경기도,부천시,힛더스팟(현대중동점),경기도 부천시 길주로 180,경기도 부천시 중동 1164번지,현대백화점 8층,일반음식점,서양식,032-623-2882,Y,,,,14546,37.5043171668,126.7620745903
2463,경기도,부천시,정육점불고기 현대중동점,경기도 부천시 길주로 180,경기도 부천시 중동 1164번지,현대백화점 8층,일반음식점,한식,032-623-2885,Y,,,,14546,37.5043171668,126.7620745903
2464,경기도,부천시,해빔(현대백화점 중동점),경기도 부천시 길주로 180,경기도 부천시 중동 1164번지,현대백화점 8층,일반음식점,한식,032-623-2888,Y,,,,14546,37.5043171668,126.7620745903
2466,경기도,부천시,긴자라멘,경기도 부천시 석천로170번길 19,경기도 부천시 중동 1159-5번지,,일반음식점,한식,032-328-3748,Y,,,,14547,37.5026614241,126.7639576383
2468,경기도,부천시,면앤장,경기도 부천시 길주로 300,경기도 부천시 중동 1140번지,롯데백화점 지하1층,일반음식점,기타외국식,032-320-7114,Y,,,,14548,37.5025517408,126.7753741701
2469,경기도,부천시,시그니처랩 중동점,경기도 부천시 길주로 300,경기도 부천시 중동 1140번지,롯데백화점 지하1층,일반음식점,서양식,032-320-7114,Y,,,,14548,37.5025517408,126.7753741701
2471,경기도,부천시,먹쉬돈나,경기도 부천시 길주로 300,경기도 부천시 중동 1140번지,롯데백화점 지하1층,일반음식점,한식,032-320-7114,Y,,,,14548,37.5025517408,126.7753741701
2473,경기도,부천시,남산올빼미돈까스 롯데중동점,경기도 부천시 길주로 300,경기도 부천시 중동 1140번지,롯데백화점 지하1층,일반음식점,한식,032-320-7114,Y,,,,14548,37.5025517408,126.7753741701
2474,경기도,부천시,백년옥목천집,경기도 부천시 길주로 300,경기도 부천시 중동 1140번지,롯데백화점 지하1층,일반음식점,한식,032-320-7114,Y,,,,14548,37.5025517408,126.7753741701
2476,경기도,부천시,사월에쭈꾸미.전골,경기도 부천시 길주로 300,경기도 부천시 중동 1140번지,롯데백화점 10층,일반음식점,한식,032-320-7790,Y,,,,14548,37.5025517408,126.7753741701
2477,경기도,부천시,(주)란성에프앤씨 중동점 하나돈까스,경기도 부천시 길주로 300,경기도 부천시 중동 1140번지,롯데백화점 10층,일반음식점,일식,032-320-7840,Y,,,,14548,37.5025517408,126.7753741701
2479,경기도,부천시,도토리편백집중동점,경기도 부천시 길주로 300,경기도 부천시 중동 1140번지,롯데백화점 10층,일반음식점,한식,032-320-7906,Y,,,,14548,37.5025517408,126.7753741701
2481,경기도,부천시,송추가마골 롯데중동지점,경기도 부천시 길주로 300,경기도 부천시 중동 1140번지,롯데백화점 지하1층,일반음식점,한식,032-325-8181,Y,,,,14548,37.5025517408,126.7753741701
2482,경기도,부천시,씨제이푸드빌(주)빕스 중동소풍점,경기도 부천시 송내대로 239,경기도 부천시 상동 539-1번지,6층 6C02호,일반음식점,기타외국식,032-328-1997,Y,,,,14545,37.5041752477,126.7566905848
2484,경기도,부천시,형아네,경기도 부천시 상동로117번길 31,경기도 부천시 상동 533-8번지,대림타운 104호,일반음식점,일식,032-325-2662,Y,,,,14543,37.5076050541,126.7517235046
2486,경기도,부천시,황소돌곱창,경기도 부천시 중동로262번길 84,경기도 부천시 중동 1142-6번지,한라프라자 103호,일반음식점,한식,032-663-0001,Y,,,,14548,37.5022881913,126.7735552283
2488,경기도,부천시,서안메밀집 상동점,경기도 부천시 석천로 13,경기도 부천시 상동 432-3번지,광명빌딩 1층,일반음식점,한식,032-321-3354,Y,,,,14622,37.4887985232,126.7596030003
2489,경기도,부천시,미강우렁쌈밥&amp;버섯전골,경기도 부천시 부흥로402번길 49,경기도 부천시 심곡동 162-4번지,1층,일반음식점,한식,032-664-7986,Y,,,,14640,37.4879242385,126.7844741463
2491,경기도,부천시,다온,경기도 부천시 소향로 233,경기도 부천시 중동 1144-5번지,2층,일반음식점,한식,032-322-1199,Y,,,,14548,37.5008748990,126.7738517559
2492,경기도,부천시,묵향,경기도 부천시 중동로254번길 104,경기도 부천시 중동 1138번지,호정프라자 206호,일반음식점,한식,032-322-3481,Y,,,,14548,37.5015377089,126.7746372805
2493,경기도,부천시,유에프오(어반푸드오피스),경기도 부천시 길주로 131,경기도 부천시 상동 538-5번지,부천호텔 1층,일반음식점,서양식,032-324-8182,Y,,,,14542,37.5059901141,126.7571930407
2494,경기도,부천시,명태어장,경기도 부천시 신흥로 250,경기도 부천시 중동 1061-2번지,함천빌딩 101호,일반음식점,한식,032-321-6774,Y,,,,14534,37.5059706970,126.7758389461
2495,경기도,부천시,아인,경기도 부천시 석천로184번길 12,경기도 부천시 중동 1158-1번지,삼성프라자 101호,일반음식점,기타외국식,032-322-7879,Y,,,,14547,37.5036138315,126.7634731089
2496,경기도,부천시,어가참치,경기도 부천시 석천로 182,경기도 부천시 중동 1158번지,3층,일반음식점,일식,032-324-3737,Y,,,,14547,37.5036484721,126.7632464928
2497,경기도,부천시,청학재,경기도 부천시 중동로248번길 105,경기도 부천시 중동 1138-1번지,207호,일반음식점,한식,032-324-5262,Y,,,,14548,37.5012675291,126.7746738346
2499,경기도,부천시,명륜진사갈비 상동점,,경기도 부천시 장말로,"정우프라자 1층, 2층",일반음식점,한식,032-328-6345,Y,,,,,,
4743,경기도,파주시,소담촌,경기도 파주시 후곡로 19,경기도 파주시 금촌동 953-5번지,3층,일반음식점,한식,031-944-8698,Y,,,,10924,37.7557529111,126.7739105615
4744,경기도,파주시,용궁칼국수,경기도 파주시 탄현면 새오리로 59-52,경기도 파주시 탄현면 성동리 77-1번지,1층,일반음식점,한식,031-944-8805,Y,,http://용궁칼국수.kr/,,10858,37.7903510809,126.6839399008
4746,경기도,파주시,피셔맨스키친,경기도 파주시 심학산로423번길 30,경기도 파주시 목동동 1110번지,1층,일반음식점,일식,031-945-5969,Y,,,,10900,37.7196763262,126.7386573089
4748,경기도,파주시,카페 C17,경기도 파주시 교하로159번길 30-24,경기도 파주시 목동동 1074-3번지,1층,일반음식점,서양식,031-947-0230,Y,,,,10900,37.7223821255,126.7403430064
4750,경기도,파주시,간가쿠스시,경기도 파주시 심학산로423번길 21-12,경기도 파주시 목동동 1124번지,1층,일반음식점,일식,031-947-5063,Y,,,,10900,37.7194822247,126.7379104247
4752,경기도,파주시,라치오비엘,경기도 파주시 탄현면 새오리로 29,경기도 파주시 탄현면 성동리 231-1번지,1층,일반음식점,서양식,031-947-5672,Y,,,,10858,37.7874699149,126.6882872023
4754,경기도,파주시,매료,경기도 파주시 탄현면 새오리로 113-46,경기도 파주시 탄현면 성동리 118번지,2층,일반음식점,서양식,031-949-1127,Y,,,,10858,37.7963617641,126.6851004722
4756,경기도,파주시,반구정나루터,경기도 파주시 문산읍 반구정로85번길 13,경기도 파주시 문산읍 사목리 208-2번지,1층,일반음식점,한식,031-952-3472,Y,,http://naruterzip.com/,,10818,37.8684211717,126.7517843748
4758,경기도,하남시,서경일식,경기도 하남시 초광로 281,경기도 하남시 초이동 175-5번지,2층,일반음식점,일식,02-444-9445,Y,,,,12986,37.5447950188,127.1738300251
4876,경기도,하남시,만두집,경기도 하남시 미사대로 672,경기도 하남시 신장동 275-1번지,"1층, 2층",일반음식점,한식,031-793-9317,Y,,,,12940,37.5492584845,127.2163997523
4877,경기도,하남시,리치코리아 갈비도락,경기도 하남시 미사대로 584,경기도 하남시 덕풍동 26-20번지,"1층, 2층",일반음식점,한식,031-793-9663,Y,,,,12925,37.5548830699,127.2090419498
4879,경기도,하남시,금강산 감자탕,경기도 하남시 천현로134번길 11,경기도 하남시 천현동 44-1번지,1층,일반음식점,한식,031-794-1020,Y,,,,12956,37.5347002559,127.2234498429
4881,경기도,하남시,비스트로 운,경기도 하남시 미사강변중앙로170번길 10,경기도 하남시 망월동 1111번지,"신성프라자 2층 207호, 208호, 209호",일반음식점,한식,031-794-1728,Y,,,,12913,37.5614283570,127.1918512402
4883,경기도,하남시,소담촌 하남미사점,경기도 하남시 미사강변중앙로 218,경기도 하남시 망월동 1079-2번지,"성산타워 303호, 304호",일반음식점,한식,031-794-2770,Y,,,,12913,37.5663980799,127.1896566613
4885,경기도,하남시,동인숯불민물장어,경기도 하남시 하남대로 713,경기도 하남시 천현동 105-1번지,"1층, 2층",일반음식점,한식,031-794-4249,Y,,,,12963,37.5349764235,127.2145070234
4886,경기도,하남시,본도시락(하남시청점),경기도 하남시 하남대로 747,경기도 하남시 신장동 570번지,하남 두산위브파크 1층 151호,일반음식점,한식,031-794-4282,Y,,,,12961,37.5380094975,127.2126504319
4925,경기도,하남시,광화문 미진,경기도 하남시 미사대로 750,경기도 하남시 신장동 616번지,스타필드 하남 지하1층,일반음식점,한식,031-8072-8279,Y,,,,12942,37.5454181290,127.2237611843
4926,경기도,하남시,한우리 하남점,경기도 하남시 미사대로 750,경기도 하남시 신장동 616번지,스타필드 하남 지하1층,일반음식점,한식,031-8072-8280,Y,,,,12942,37.5454181290,127.2237611843
4927,경기도,하남시,평양면옥,경기도 하남시 미사대로 750,경기도 하남시 신장동 616번지,스타필드 하남 지하1층,일반음식점,한식,031-8072-8282,Y,,,,12942,37.5454181290,127.2237611843
4928,경기도,하남시,베키아에누보,경기도 하남시 미사대로 750,경기도 하남시 신장동 616번지,스타필드 하남 지하1층,일반음식점,서양식,031-8072-8288,Y,,,,12942,37.5454181290,127.2237611843
4929,경기도,하남시,에베레스트,경기도 하남시 미사대로 750,경기도 하남시 신장동 616번지,스타필드 하남 지하1층,일반음식점_외,기타 음식점업,031-8072-8289,Y,,,,12942,37.5454181290,127.2237611843
4930,경기도,하남시,아오키,경기도 하남시 미사대로 750,경기도 하남시 신장동 616번지,스타필드 하남 지하1층,일반음식점,일식,031-8072-8290,Y,,,,12942,37.5454181290,127.2237611843
4932,경기도,하남시,카페마마스 하남스타필드점,경기도 하남시 미사대로 750,경기도 하남시 신장동 616번지,스타필드 하남 1층,일반음식점,서양식,031-8072-8376,Y,,,,12942,37.5454181290,127.2237611843
4934,경기도,하남시,풍원장 미역국정찬,경기도 하남시 미사대로 750,경기도 하남시 신장동 616번지,스타필드 하남 지하1층,일반음식점,한식,031-8072-8488,Y,,,,12942,37.5454181290,127.2237611843
4935,경기도,하남시,온더보더 스타필드하남점,경기도 하남시 미사대로 750,경기도 하남시 신장동 616번지,스타필드 하남 지하1층,일반음식점,서양식,031-8072-8682,Y,,,,12942,37.5454181290,127.2237611843
4937,경기도,하남시,가족회관,경기도 하남시 위례대로 200,경기도 하남시 학암동 660번지,"스타필드시티 위례점, PK키친 지하1층 B210호",일반음식점,한식,031-8097-1057,Y,,,,13012,37.4801127045,127.1484593147
4938,경기도,하남시,데블스 다이너 위례점,경기도 하남시 위례대로 200,경기도 하남시 학암동 660번지,스타필드시티 위례점 4층 4108호,일반음식점,서양식,031-8097-1445,Y,,,,13012,37.4801127045,127.1484593147
4940,경기도,하남시,수랏간 한식뷔페,경기도 하남시 미사강변한강로 155,경기도 하남시 망월동 834-2번지,미사강변 SK V1 center 지하1층 B101호~104호,일반음식점,한식,0507-1496-3015,Y,,,,12902,37.5758722080,127.1934564926
4942,경기도,하남시,돈천동 식당,경기도 하남시 하남대로 747,경기도 하남시 신장동 570번지,"하남 두산위브파크 1층 136호, 137호",일반음식점,한식,070-7755-5906,Y,,,,12961,37.5380094975,127.2126504319
4943,경기도,하남시,르꾸꾸,경기도 하남시 서하남로 441,경기도 하남시 춘궁동 306-1번지,2층,일반음식점_외,기타 음식점업,070-8266-7822,Y,,,,13016,37.5225265030,127.1886841549
4945,경기도,하남시,굿푸드,경기도 하남시 미사강변서로 25,경기도 하남시 풍산동 489번지,미사 테스타타워 지식산업센터 2층 R215호~R218호,일반음식점,한식,,Y,,,,12918,37.5526520126,127.1827170463
4947,경기도,하남시,이디야 하남시청역점,,경기도 하남시 신장동 415-10번지 명지캐럿,"명지캐럿108 1층 112호,113호",일반음식점_외,기타 음식점업,,Y,,,,12957,37.5411954349,127.2070010090
4948,경기도,하남시,호수식당,경기도 하남시 미사대로 430,경기도 하남시 망월동 1147-2번지,힐스테이트에코미사강변 2층 215호~218호,일반음식점,한식,,Y,,,,12922,37.5654740638,127.1983002032
6646,경기도,광명시,밤일샤브칼국수,경기도 광명시 밤일안로 1,경기도 광명시 하안동 883-8번지,,일반음식점,한식,02-899-8190,Y,,,,14260,37.4524464181,126.8648143189
6648,경기도,광명시,홍익돈까스광명점,경기도 광명시 밤일안로 19,경기도 광명시 하안동 883-3번지,,일반음식점,한식,,Y,,,,14260,37.4528336884,126.8630811959
6650,경기도,광명시,새벽숯불가든제주흑돈,경기도 광명시 밤일안로 35,경기도 광명시 하안동 876-2번지,"104,105,106호",일반음식점,한식,,Y,,,,14260,37.4531668540,126.8613485152
6652,경기도,광명시,신농한우,경기도 광명시 밤일안로 8,경기도 광명시 하안동 882-2번지,,일반음식점,한식,,Y,,,,14260,37.4530131547,126.8646060142
6654,경기도,광명시,경복궁,경기도 광명시 밤일로 42,경기도 광명시 하안동 889번지,,일반음식점,한식,02-898-4900,Y,,,,14261,37.4527255962,126.8597580959
6655,경기도,광명시,대가볼테기,경기도 광명시 오리로856번길 20,경기도 광명시 철산동 400번지,,일반음식점,한식,02-2612-7404,Y,,,,14240,37.4752733042,126.8690206006
6656,경기도,광명시,카리브참치,경기도 광명시 철산로30번길 20,경기도 광명시 철산동 435번지,,일반음식점,일식,,Y,,,,14240,37.4747997111,126.8697936288
6657,경기도,광명시,맛나감자탕,경기도 광명시 금하로 458,경기도 광명시 소하동 1340-5번지,웅신아트 201호,일반음식점,한식,,Y,,,,14316,37.4484071964,126.8833217187
6658,경기도,광명시,상상초월,경기도 광명시 영당로 14,경기도 광명시 소하동 938-5번지,,일반음식점,한식,,Y,,,,14333,37.4349583651,126.8780629112
6659,경기도,광명시,차이나타운,경기도 광명시 오리로 366,경기도 광명시 소하동 1268번지,,일반음식점,중식,,Y,,,,14327,37.4350209976,126.8796901005
6661,경기도,광명시,힘센한우,경기도 광명시 밤일로 16,경기도 광명시 하안동 884-1번지,,일반음식점,한식,,Y,,,,14261,37.4521369915,126.8625896355
6662,경기도,광명시,광명청담본갈비,경기도 광명시 밤일로 4,경기도 광명시 하안동 884-7번지,,일반음식점,한식,,Y,,,,14261,37.4518645881,126.8638921429
6664,경기도,광명시,이레향,경기도 광명시 밤일안로 18,경기도 광명시 하안동 879번지,,일반음식점,한식,02-899-3801,Y,,,,14260,37.4532777706,126.8635296807
6666,경기도,광명시,우리소,경기도 광명시 밤일안로 41-11,경기도 광명시 하안동 872-1번지,,일반음식점,한식,,Y,,,,14260,37.4536255658,126.8595016857
6668,경기도,광명시,긴자광명점,경기도 광명시 밤일안로 41,경기도 광명시 하안동 876번지,"2층, 3층",일반음식점,일식,02-899-5502,Y,,,,14260,37.4532000951,126.8608281450
6670,경기도,광주시,함지박,,광주시 남한산성면 남한선성로 73-15,,일반음식점,한식,031-744-7462,Y,,,,,,
6671,경기도,광주시,장지리가마솥해장국,경기도 광주시 순암로 150,경기도 광주시 중대동 2-31번지,,일반음식점,한식,031-763-8386,Y,,,,12768,37.3969132174,127.2335940567
6673,경기도,광주시,파스쿠찌,경기도 광주시 장지1길 28,경기도 광주시 장지동 42-4번지,"대광프라자 1층 110호, 111호",일반음식점_외,기타 음식점업,031-763-8497,Y,,,,12777,37.3961905276,127.2451430016
6675,경기도,광주시,하루방가든,경기도 광주시 삼지곡길 54-16,경기도 광주시 삼동 154-1번지,,일반음식점,한식,031-762-8721,Y,,,,12767,37.4157471570,127.2049703256
6676,경기도,광주시,강남300cc점클럽하우스,경기도 광주시 새말길 353,경기도 광주시 목동 497-6번지,2층,일반음식점,한식,031-719-0300,Y,,,,12770,37.3869526836,127.1823773538
6678,경기도,광주시,던킨,경기도 광주시 태전동로 23,경기도 광주시 태전동 162-4번지,메디프라자 102호,일반음식점_외,기타 음식점업,031-768-6081,Y,,,,12787,37.3866654149,127.2339918046
6680,경기도,광주시,건강한밥상,경기도 광주시 남한산성면 남한산성로 731-23,경기도 광주시 남한산성면 산성리 173번지,,일반음식점,한식,0507-1408-3080,Y,,,,12700,37.4758434393,127.1881314555
6682,경기도,군포시,소잡는해녀,경기도 군포시 산본로 339,경기도 군포시 산본동 1125-2번지,"1층1호, 2층",일반음식점,한식,031-392-9291,Y,,,,15865,37.3606082110,126.9325867757
6684,경기도,군포시,유가네칼국수,경기도 군포시 둔대로 10,경기도 군포시 둔대동 442-2번지,,일반음식점,한식,031-4085599,Y,,,,15892,37.3245396920,126.8882971351
6686,경기도,군포시,장어파장어,경기도 군포시 둔대로 13,경기도 군포시 둔대동 439번지,,일반음식점,한식,031-4387879,Y,,,,15892,37.3249168549,126.8880231894
6687,경기도,군포시,유가네들깨수제비,경기도 군포시 호수로 306-2,경기도 군포시 둔대동 245-6번지,,일반음식점,한식,031-437-0119,Y,,,,15891,37.3260958500,126.9125632818
4838,경기도,하남시,이모네,경기도 하남시 하남대로761번길 13,경기도 하남시 신장동 454-31번지,102호,일반음식점,한식,031-791-4222,Y,,,,12961,37.5383499967,127.2118228206
4840,경기도,하남시,제주돈사돈 미사강변점,경기도 하남시 미사강변대로226번안길 21,경기도 하남시 망월동 976번지,파인빌딩 103호~108호,일반음식점,한식,031-791-6959,Y,,,,12909,37.5692720126,127.1857266634
4560,경기도,광주시,삼오우렁가마솥영양밥정식,경기도 광주시 남한산성면 회안대로1583번길 19,경기도 광주시 남한산성면 엄미리 201-3번지,,일반음식점,한식,031-762-3630,Y,,,,12701,37.4736713352,127.2445295549
4561,경기도,광주시,이디야커피곤지암점,경기도 광주시 곤지암읍 곤지암로 53,경기도 광주시 곤지암읍 곤지암리 433-2번지,1층,일반음식점_외,기타 음식점업,031-762-4408,Y,,,,12804,37.3495311817,127.3409004344
4562,경기도,광주시,피자알볼로 경기광주점,경기도 광주시 중앙로 184,경기도 광주시 송정동 112-6번지,삼보빌딩 1층,일반음식점_외,기타 음식점업,031-762-8945,Y,,,,12743,37.4159108233,127.2571002465
4563,경기도,광주시,광현가든,경기도 광주시 곤지암읍 신만로 7,경기도 광주시 곤지암읍 신촌리 173-1번지,2층,일반음식점,한식,031-763-5364,Y,,,,12813,37.3289903834,127.3901472215
4564,경기도,광주시,천현한우촌,경기도 광주시 초월읍 무갑길 81,경기도 광주시 초월읍 무갑리 444번지,,일반음식점,한식,031-763-5762,Y,,,,12730,37.4217328966,127.3166413014
4565,경기도,광주시,이조 眞설렁탕,경기도 광주시 역동로 47,경기도 광주시 역동 58-5번지,대복빌딩 1층,일반음식점,한식,031-763-5858,Y,,,,12759,37.4040474623,127.2565058020
4567,경기도,광주시,민속촌,경기도 광주시 광주대로 186,경기도 광주시 송정동 239번지,,일반음식점,한식,031-763-7785,Y,,,,12739,37.4231249387,127.2586140012
4569,경기도,광주시,와사비,경기도 광주시 곤지암읍 곤지암로 88-6,경기도 광주시 곤지암읍 곤지암리 453-90번지,,일반음식점,일식,031-764-2621,Y,,,,12804,37.3480131002,127.3381374331
4571,경기도,광주시,이배재장어,경기도 광주시 이배재로451번길 14,경기도 광주시 목현동 371번지,,일반음식점,한식,031-765-3451,Y,,,,12765,37.4320671241,127.2106709253
4573,경기도,광주시,황금알,경기도 광주시 이배재로 344,경기도 광주시 목현동 247-3번지,,일반음식점,한식,031-765-5758,Y,,,,12765,37.4352215916,127.2217929208
4575,경기도,광주시,궁뜰,경기도 광주시 도척면 궁평하천길 26-19,경기도 광주시 도척면 궁평리 2-6번지,,일반음식점,한식,031-766-0987,Y,,,,12811,37.3397257110,127.3355135028
4576,경기도,광주시,궁뜰사랑채,경기도 광주시 도척면 궁평하천길 38,경기도 광주시 도척면 궁평리 2-5번지,,일반음식점,한식,031-766-0987,Y,,,,12811,37.3398340658,127.3356487393
4578,경기도,광주시,장지콩나물국밥(송정점),경기도 광주시 중앙로 196,경기도 광주시 송정동 110-3번지,,일반음식점,한식,031-766-1444,Y,,,,12739,37.4171185680,127.2570511421
4580,경기도,광주시,동선참치,경기도 광주시 포돌이로 7,경기도 광주시 경안동 433-19번지,,일반음식점,일식,031-766-3785,Y,,,,12752,37.4146707380,127.2502786808
4582,경기도,광주시,참조은보신탕,경기도 광주시 이배재로 144,경기도 광주시 목현동 1-6번지,,일반음식점,한식,031-766-8843,Y,,,,12765,37.4288096285,127.2401948940
4583,경기도,광주시,월남쌈김상사 광주경안점,경기도 광주시 광주대로 56-1,경기도 광주시 경안동 14-24번지,2층,일반음식점,기타외국식,031-766-9249,Y,,,,12757,37.4116461061,127.2609334717
4585,경기도,광주시,롯데리아(양벌점),경기도 광주시 오포읍 양벌로 207,경기도 광주시 오포읍 양벌리 375-1번지,1층,일반음식점,기타외국식,031-767-0051,Y,,,,12797,37.3782996577,127.2543978071
4587,경기도,광주시,한우의 미소,경기도 광주시 오포읍 양벌로 100,경기도 광주시 오포읍 양벌리 209-7번지,,일반음식점,한식,031-767-0517,Y,,,,12796,37.3872960731,127.2546960627
4589,경기도,광주시,라마르키친,경기도 광주시 이배재로 288,경기도 광주시 목현동 118-2번지,,일반음식점,서양식,031-767-2025,Y,,,,12765,37.4358843938,127.2277249598
4591,경기도,광주시,소리마을,경기도 광주시 고불로 40-4,경기도 광주시 중대동 28-77번지,,일반음식점,한식,031-767-7377,Y,,,,12768,37.3938392812,127.2334919613
4593,경기도,광주시,쇠뫼기,경기도 광주시 퇴촌면 정영로 580-3,경기도 광주시 퇴촌면 도수리 93번지,,일반음식점,한식,031-767-9852,Y,,,,12711,37.4778648562,127.3511585039
4594,경기도,광주시,이배제제빵소,경기도 광주시 이배재로 247,경기도 광주시 목현동 53-2번지,,일반음식점_외,기타 음식점업,031-768-0202,Y,,,,12765,37.4344434964,127.2322403077
4596,경기도,광주시,또래오래 목현점,경기도 광주시 이배재로 155,경기도 광주시 목현동 11-2번지,1층,일반음식점,한식,031-768-4254,Y,,,,12765,37.4288875381,127.2387365704
4599,경기도,광주시,안영애 제철쌈밥.화로구이,경기도 광주시 초월읍 지월로16번길 45,경기도 광주시 초월읍 지월리 621번지,,일반음식점,한식,031-769-0906,Y,,,,12728,37.4089371813,127.2917565163
4600,경기도,광주시,보민이의 밀목식당(본점),경기도 광주시 중앙로 350,경기도 광주시 송정동 421-4번지,,일반음식점,한식,031-769-1192,Y,,,,12739,37.4301859545,127.2602076518
4800,경기도,하남시,하남동래복국,경기도 하남시 미사대로 592,경기도 하남시 덕풍동 29-2번지,1층,일반음식점,한식,031-796-0855,Y,,,,12925,37.5543976806,127.2095872770
4801,경기도,하남시,공가네 한우국밥 전문점,경기도 하남시 미사대로 572,경기도 하남시 덕풍동 26-12번지,1층,일반음식점,한식,031-796-3210,Y,,,,12925,37.5555484463,127.2083826959
4803,경기도,하남시,방가네 연탄불 고기,경기도 하남시 대성로 234,경기도 하남시 천현동 290-3번지,"1층, 2층",일반음식점,한식,031-796-7100,Y,,,,13017,37.5306068865,127.2007722233
4804,경기도,하남시,만돈만리,경기도 하남시 검단산로 244,경기도 하남시 창우동 274-2번지,"1층, 2층",일반음식점_외,기타 음식점업,031-796-8532,Y,,,,13023,37.5363264280,127.2289448423
4806,경기도,하남시,무봉리 순대국 &amp; 감자탕,경기도 하남시 초광로 285,경기도 하남시 초이동 174-4번지,2층,일반음식점,한식,02-426-1066,Y,,,,12986,37.5452542357,127.1736582202
4808,경기도,하남시,(주)신세계푸드 트레이더스 위례점,경기도 하남시 위례대로 200,경기도 하남시 학암동 660번지,스타피르시티 위례점 트레이더스 지하3층,일반음식점_외,기타 음식점업,02-3397-6100,Y,,,,13012,37.4801127045,127.1484593147
4809,경기도,하남시,지호한방삼계탕(오륜점),경기도 하남시 감일남로 18,경기도 하남시 감일동 373-9번지,1층,일반음식점,한식,02-406-3339,Y,,,,12993,37.5062316758,127.1416161379
4811,경기도,하남시,또오리,경기도 하남시 천호대로1358번길 7,경기도 하남시 초이동 39번지,"1층, 2층",일반음식점,한식,02-428-3200,Y,,,,12987,37.5408798272,127.1598786805
