안심식당SEQ,시도코드,시도명,시군구명,사업장명,대표자명,안심식당지정일,주소1,주소2,업종,업종상세,전화번호, 선정여부,안심식당취소일,비고(웹사이트등),수정일,
13822,560000,전라북도,전주시,한가람,오승현,2020-10-06,전라북도 전주시 덕진구 송천중앙로 51 , ,일반음식점,한식,063-251-3535,Y,null, ,2020-10-12,
13821,560000,전라북도,전주시,대한참치,공정국,2020-10-06,전라북도 전주시 덕진구 두간로 21 , ,일반음식점,일식,0503-6986-0227,Y,null, ,2020-10-12,
13820,560000,전라북도,전주시,금암동태마을,김정애,2020-10-06,전라북도 전주시 덕진구 전주천동로 494 , ,일반음식점,한식,063-251-2685,Y,null, ,2020-10-12,
13819,560000,전라북도,전주시,벽계가든,임명숙,2020-10-06,전라북도 전주시 덕진구 백제대로 524 , ,일반음식점,한식,063-273-1833,Y,null, ,2020-10-12,
13818,560000,전라북도,전주시,오박사동태탕찜,강민우,2020-10-06,전라북도 전주시 덕진구 송천중앙로 230 , ,일반음식점,한식,063-228-8011,Y,null, ,2020-10-12,
13817,560000,전라북도,전주시,장어야놀자,박금숙,2020-10-06,전라북도 전주시 덕진구 두간로 54 , ,일반음식점,한식,063-271-0592,Y,null, ,2020-10-12,
13816,560000,전라북도,전주시,석기시대,허성철,2020-10-06,전라북도 전주시 덕진구 붓내3길 17-5 , ,일반음식점,한식,063-272-3331,Y,null, ,2020-10-12,
13815,560000,전라북도,전주시,하남돼지집전주송천점,이미선,2020-10-06,전라북도 전주시 덕진구 붓내3길 7 , ,일반음식점,한식,063-278-7766,Y,null, ,2020-10-12,
13814,400000,인천광역시,중구,황산샤브샤브,이민정외1명,2020-09-03,인천광역시 중구 흰바위로59번길 8, ,일반음식점,기타외국식,050-714790051,Y,null, ,2020-10-12,
13813,400000,인천광역시,중구,이비가짬뽕,오명자,2020-09-03,인천광역시 중구 흰바위로 92번길 5-4, ,일반음식점,중식,032-746-7222,Y,null, ,2020-10-12,
13812,400000,인천광역시,중구,하여울,김연화,2020-09-03,인천광역시 중구 화랑목로70,1층,일반음식점,한식,032-746-6275,Y,null, ,2020-10-12,
13811,400000,인천광역시,중구,별난밥상,이경희,2020-09-03,인천광역시 중구 화랑목로 40-10, ,일반음식점,한식,050-713186152,Y,null, ,2020-10-12,
13810,400000,인천광역시,중구,공원앞테이블,김소영,2020-09-03,인천광역시 중구 화랑목로 100번길 77, ,일반음식점,서양식,050-714390168,Y,null, ,2020-10-12,
13809,400000,인천광역시,중구,장터삼겹살,오인숙,2020-09-23,인천광역시 중구 항동7가 58-83, ,일반음식점,한식,032-882-6880,Y,null, ,2020-10-12,
13808,400000,인천광역시,중구,본죽,배희순,2020-09-03,인천광역시 중구 하늘중앙로195번길 29 ,1층 109호,일반음식점,한식,032-752-6288,Y,null, ,2020-10-12,
13807,400000,인천광역시,중구,인현통닭삼계탕,강효종,2020-09-03,인천광역시 중구 참외전로 134,1층,일반음식점,한식,032-772-8487,Y,null, ,2020-10-12,
13806,400000,인천광역시,중구,본토.만다복,서학보,2020-09-03,인천광역시 중구 차이나타운로59번길 25,1층. 2층,일반음식점,중식,032-777-4888,Y,null, ,2020-10-12,
13805,400000,인천광역시,중구,태화원,손덕준,2020-09-03,인천광역시 중구 차이나타운로59번길 10,1층. 2층,일반음식점,중식,032-766-8688,Y,null, ,2020-10-12,
13804,400000,인천광역시,중구,태림봉,범연강,2020-09-03,인천광역시 중구 차이나타운로55번길 24, ,일반음식점,중식,032-763-1688,Y,null, ,2020-10-12,
13803,400000,인천광역시,중구,신승반점,왕애주,2020-09-23,인천광역시 중구 차이나타운로 44번길 31-3, ,일반음식점,중식,032-762-9467,Y,null, ,2020-10-12,
13802,400000,인천광역시,중구,공화춘,이현대,2020-09-03,인천광역시 중구 차이나타운로 43,2층. 3층. 4층,일반음식점,중식,032-765-0571,Y,null, ,2020-10-12,
13801,400000,인천광역시,중구,문차이나,김혜경,2020-09-03,인천광역시 중구 차이나타운로 20,1층,일반음식점,중식,032-881-4096,Y,null, ,2020-10-12,
13800,400000,인천광역시,중구,치맥소통,김정인,2020-09-25,인천광역시 중구 중앙동4가 8-9, ,일반음식점,한식,032-777-1190,Y,null, ,2020-10-12,
13799,400000,인천광역시,중구,매콩쭈꾸미,김미정,2020-09-03,인천광역시 중구 중산동 884-35, ,일반음식점,한식,032-746-5500,Y,null, ,2020-10-12,
13798,400000,인천광역시,중구,명품올바른닭강정,김유정,2020-09-03,인천광역시 중구 중산동 1887-4, ,일반음식점,한식,032-746-8892,Y,null, ,2020-10-12,
13797,400000,인천광역시,중구,송담추어탕,박기완,2020-09-25,인천광역시 중구 중산동 1885-8 ,썬앤문타워 2층,일반음식점,한식,032-746-5190,Y,null, ,2020-10-12,
13796,400000,인천광역시,중구,챠이나게이트,김채연,2020-09-23,인천광역시 중구 제물량로 314, ,일반음식점,중식,032-764-0106,Y,null, ,2020-10-12,
13795,400000,인천광역시,중구,단뽀뽀,이경은,2020-09-03,인천광역시 중구 제물량로 139-1 ,1층,일반음식점,한식, ,Y,null, ,2020-10-12,
13794,400000,인천광역시,중구,스트릿제2여객터미널,황재복,2020-09-23,인천광역시 중구 제2터미널대로 446 ,면세동 3층,일반음식점,서양식, ,Y,null, ,2020-10-12,
13793,400000,인천광역시,중구,남해,김천호,2020-09-23,인천광역시 중구 제2터미널대로 446 ,인천공항제2터미널 일반동 지하1층,일반음식점,한식, ,Y,null, ,2020-10-12,
13792,400000,인천광역시,중구,더푸드하우스,남익우,2020-09-23,인천광역시 중구 제2터미널대로 446,인천공항제2터미널 면세동 3층,일반음식점,한식, ,Y,null, ,2020-10-12,
13791,400000,인천광역시,중구,라운지엘,남익우,2020-09-23,인천광역시 중구 제2터미널대로 446,인천공항제2터미널 면세동 4층,일반음식점,서양식, ,Y,null, ,2020-10-12,
13790,400000,인천광역시,중구,후루룩국수,이인애,2020-09-03,인천광역시 중구 전동 16-12, ,일반음식점,한식,032-764-5520,Y,null, ,2020-10-12,
13789,400000,인천광역시,중구,잉글랜드돈까스,문혜원,2020-09-25,인천광역시 중구 인현동 26-8, ,일반음식점,한식,032-772-7266,Y,null, ,2020-10-12,
13788,400000,인천광역시,중구,월미도회집,옥수야,2020-09-03,인천광역시 중구 월미문화로 49 ,2층,일반음식점,한식,032-762-1116,Y,null, ,2020-10-12,
13787,400000,인천광역시,중구,예전,김명섭,2020-09-03,인천광역시 중구 월미문화로 43-2 , ,일반음식점,한식,032-772-2256,Y,null, ,2020-10-12,
13786,400000,인천광역시,중구,달쭈꾸미,정승욱,2020-09-23,인천광역시 중구 월미문화로 39, ,일반음식점,한식,050-713117403,Y,null, ,2020-10-12,
13785,400000,인천광역시,중구,교촌치킨(공항신도시점),이동걸,2020-09-23,인천광역시 중구 운서동 2801-3,덕양프라자 101,일반음식점_외,기타 음식점업,032-746-5810,Y,null, ,2020-10-12,
13784,400000,인천광역시,중구,유가네한우곰탕,정문식,2020-09-23,인천광역시 중구 운서동 2801-1 ,1층,일반음식점,한식,032-752-8879,Y,null, ,2020-10-12,
13783,400000,인천광역시,중구,스시해사시미,LINHAIJIN,2020-09-03,인천광역시 중구 운서동 2789-1 ,신공항 파크빌 101호,일반음식점,일식,032-752-5559,Y,null, ,2020-10-12,
13782,400000,인천광역시,중구,소선,김채린,2020-09-23,인천광역시 중구 운남안길 16, ,일반음식점,한식,050-713498425,Y,null, ,2020-10-12,
13781,400000,인천광역시,중구,산골민물매운탕,박찬석,2020-09-23,인천광역시 중구 운남동 433-3, ,일반음식점,한식,032-565-4469,Y,null, ,2020-10-12,
13780,400000,인천광역시,중구,인천집,변서윤,2020-09-03,인천광역시 중구 우현로67번길 53, ,일반음식점,한식,032-764-6401,Y,null, ,2020-10-12,
13779,400000,인천광역시,중구,장모족발,정인호,2020-09-03,인천광역시 중구 우현로35번길 26,1층,일반음식점,한식,032-777-5825,Y,null, ,2020-10-12,
13778,400000,인천광역시,중구,타카이타이,김태영,2020-09-03,인천광역시 중구 우현로35번길 24-3,2층,일반음식점,기타외국식,032-765-5576,Y,null, ,2020-10-12,
13777,400000,인천광역시,중구,부뚜막애순두부,김기오,2020-09-03,인천광역시 중구 우현로35번길 24-3, ,일반음식점,한식,032-764-9898,Y,null, ,2020-10-12,
13776,400000,인천광역시,중구,화포식당,심민지,2020-09-03,인천광역시 중구 우현로35번길 15-3,1층. 2층,일반음식점,한식,032-777-8892,Y,null, ,2020-10-12,
13775,400000,인천광역시,중구,양자강,박승현,2020-09-03,인천광역시 중구 용유서로494, ,일반음식점,중식,032-746-2777,Y,null, ,2020-10-12,
13774,400000,인천광역시,중구,을왕리곰탕,정옥선,2020-09-03,인천광역시 중구 용유서로 505, ,일반음식점,한식, ,Y,null, ,2020-10-12,
13773,400000,인천광역시,중구,통통도나돈까스,고민경,2020-09-03,인천광역시 중구 용유서로 421, ,일반음식점,한식, ,Y,null, ,2020-10-12,
13772,400000,인천광역시,중구,그랜드카페,정성환,2020-09-23,인천광역시 중구 영종해안남로 321번길 190, ,일반음식점,서양식,032-745-1234,Y,null, ,2020-10-12,
13771,400000,인천광역시,중구,스웰라운지,정성환,2020-09-23,인천광역시 중구 영종해안남로 321번길 190, ,일반음식점,서양식,032-745-1234,Y,null, ,2020-10-12,
13770,400000,인천광역시,중구,온더플레이트,최종환,2020-09-03,인천광역시 중구 영종해안남로 321번길 186, ,일반음식점,서양식, ,Y,null, ,2020-10-12,
13769,400000,인천광역시,중구,플라츠,김영재,2020-09-03,인천광역시 중구 영종해안남로 19-5, ,일반음식점,한식,032-743-9000,Y,null, ,2020-10-12,
13768,400000,인천광역시,중구,제주둘레국수,장흥수,2020-09-23,인천광역시 중구 영종대로 166 ,솔리움센텀스카이 125호. 126호,일반음식점,한식,070-4042-9975,Y,null, ,2020-10-12,
13767,400000,인천광역시,중구,단해,박미란,2020-09-03,인천광역시 중구 영종대로 120,202호. 202-1호 ,일반음식점,한식,032-746-1472,Y,null, ,2020-10-12,
13766,400000,인천광역시,중구,통큰밴댕이,김미애,2020-09-03,인천광역시 중구 연안부두로 16, ,일반음식점,한식,032-884-3979,Y,null, ,2020-10-12,
13765,400000,인천광역시,중구,오성식당,강미희,2020-09-03,인천광역시 중구 연안부두로 16, ,일반음식점,한식,032-884-1355,Y,null, ,2020-10-12,
13764,400000,인천광역시,중구,원조먹거리식당,곽경실,2020-09-03,인천광역시 중구 연안부두로 16, ,일반음식점,한식,032-882-4656,Y,null, ,2020-10-12,
13763,400000,인천광역시,중구,해촌,황영민,2020-09-03,인천광역시 중구 연안부두로 16, ,일반음식점,한식,032-882-0012,Y,null, ,2020-10-12,
13762,400000,인천광역시,중구,죽이야기,신영옥,2020-09-03,인천광역시 중구 신흥동3가 7-206,인하대병원 지하 02호,일반음식점,한식,032-891-3332,Y,null, ,2020-10-12,
13761,400000,인천광역시,중구,가조,공진염,2020-09-03,인천광역시 중구 신포로46번길 31, ,일반음식점,한식,032-772-6118,Y,null, ,2020-10-12,
13760,400000,인천광역시,중구,중앙갈비,남규오,2020-09-03,인천광역시 중구 신포로35번길 7, ,일반음식점,한식,032-765-0110,Y,null, ,2020-10-12,
13759,400000,인천광역시,중구,제주솥뚜껑삼겹살,정란훈,2020-09-03,인천광역시 중구 신포로31번길 6, ,일반음식점,한식,032-772-0062,Y,null, ,2020-10-12,
13758,400000,인천광역시,중구,신포화로구이,김진경,2020-09-03,인천광역시 중구 신포로27번길 16, ,일반음식점,한식,032-777-0099,Y,null, ,2020-10-12,
13757,400000,인천광역시,중구,동경참치,김성미,2020-09-03,인천광역시 중구 신포로23번길 17-1, ,일반음식점,한식,032-763-8889,Y,null, ,2020-10-12,
13756,400000,인천광역시,중구,본죽앤비빔밥,이재화,2020-09-03,인천광역시 중구 신포로 18-1, ,일반음식점,한식,032-777-6233,Y,null, ,2020-10-12,
13755,400000,인천광역시,중구,체나콜로,강나연,2020-09-03,인천광역시 중구 신포로 15번길 69, ,일반음식점,서양식,032-773-8155,Y,null, ,2020-10-12,
13754,400000,인천광역시,중구,셰프팬더,한지현,2020-09-03,인천광역시 중구 신도시남로 28, 302호,일반음식점,중식,032-751-0114,Y,null, ,2020-10-12,
13753,400000,인천광역시,중구,훈장골,안유회,2020-09-03,인천광역시 중구 신도시남로 28,2층,일반음식점,한식,032-746-6200,Y,null, ,2020-10-12,
13752,400000,인천광역시,중구,모로미,정성용,2020-09-03,인천광역시 중구 신도시남로 150번길 8, ,일반음식점,일식,032-752-1170,Y,null, ,2020-10-12,
13751,400000,인천광역시,중구,라이즈앤다인,조현호,2020-09-03,인천광역시 중구 신도시남로 142번길 6, ,일반음식점,서양식,032-722-0055,Y,null, ,2020-10-12,
13750,400000,인천광역시,중구,미쓰양갈비,손경미,2020-09-03,인천광역시 중구 신도시남로 142번길 5, ,일반음식점,기타외국식,032-751-0992,Y,null, ,2020-10-12,
13749,400000,인천광역시,중구,명품관,김경희,2020-09-03,인천광역시 중구 신도시남로 141번길 13-5, ,일반음식점,한식,032-746-9233,Y,null, ,2020-10-12,
13748,400000,인천광역시,중구,까페더꿈,김선혜,2020-09-03,인천광역시 중구 반달로 14번길 ,2층. 3층,일반음식점,서양식,032-765-1777,Y,null, ,2020-10-12,
13747,400000,인천광역시,중구,거해짬뽕순두부,김현숙,2020-09-03,인천광역시 중구 마시란로 215, ,일반음식점,중식,032-747-2276,Y,null, ,2020-10-12,
13746,400000,인천광역시,중구,strEAT인천공항점,황재복,2020-09-23,인천광역시 중구 공항로 272 ,면세동 3층,일반음식점,서양식, ,Y,null, ,2020-10-12,
13745,400000,인천광역시,중구,가업식당,정성필,2020-09-23,인천광역시 중구 공항로 272 ,인천공항제1터미널 일반동 지하1층,일반음식점,한식, ,Y,null, ,2020-10-12,
13744,400000,인천광역시,중구,호호밀,정성필,2020-09-23,인천광역시 중구 공항로 272 ,인천공항제1터미널 일반동 지하1층 2-36-04호,일반음식점,한식, ,Y,null, ,2020-10-12,
13743,400000,인천광역시,중구,롯데리아(인천공항1층점),황재복,2020-09-23,인천광역시 중구 공항로 272 ,제1여객터미널 1층 일반지역 중앙 밀레니엄홀 부근,일반음식점_외,기타 음식점업, ,Y,null, ,2020-10-12,
13742,400000,인천광역시,중구,본우리반상,남익우,2020-09-23,인천광역시 중구 공항로 272 ,일반동 1층,일반음식점,한식, ,Y,null, ,2020-10-12,
13741,400000,인천광역시,중구,리나스2호점,황재복,2020-09-23,인천광역시 중구 공항로 272 ,제1여객터미널 3층 FB-P5-01호,일반음식점,서양식, ,Y,null, ,2020-10-12,
13740,400000,인천광역시,중구,SKY31인천공항T1점,황재복,2020-09-23,인천광역시 중구 공항로 272 ,일반동 L/S 1층 3-36-05호,일반음식점,서양식, ,Y,null, ,2020-10-12,
13739,400000,인천광역시,중구,SPC라운지,김순자,2020-09-23,인천광역시 중구 공항로 272 ,제2여객터미널 면세동 4층,일반음식점,서양식, ,Y,null, ,2020-10-12,
13738,400000,인천광역시,중구,CJ푸드월드,정성필,2020-09-23,인천광역시 중구 공항로 272,인천공항제1터미널 일반동 지하1층,일반음식점,한식, ,Y,null, ,2020-10-12,
13737,400000,인천광역시,중구,라그릴리아비스트로2호점,양복실,2020-09-23,인천광역시 중구 공항로 272, ,일반음식점,서양식, ,Y,null, ,2020-10-12,
13736,400000,인천광역시,중구,송탄영빈루,WANGHSIPAO,2020-09-23,인천광역시 중구 공항로 271 ,인천국제공항역 지하1층,일반음식점,중식, ,Y,null, ,2020-10-12,
13735,400000,인천광역시,중구,버거킹,문영주,2020-09-23,인천광역시 중구 공항로 271 ,인천국제공항역 지하1층,일반음식점,서양식, ,Y,null, ,2020-10-12,
13734,400000,인천광역시,중구,KFC(인천공항교통센터점),엄익수,2020-09-23,인천광역시 중구 공항로 271 ,인천국제공항역 지하1층,일반음식점_외,기타 음식점업, ,Y,null, ,2020-10-12,
13733,400000,인천광역시,중구,우화미,이성만,2020-09-03,인천광역시 중구 개항로11,1층,일반음식점,한식,032-777-6100,Y,null, ,2020-10-12,
13732,400000,인천광역시,중구,장금수부대찌개,변홍철,2020-09-03,인천광역시 중구 개항로 7,1층,일반음식점,한식,032-765-3339,Y,null, ,2020-10-12,
13731,400000,인천광역시,중구,롤링파스타,장영미,2020-09-03,인천광역시 중구 개항로 32-1, ,일반음식점,서양식,032-777-1789,Y,null, ,2020-10-12,
13730,400000,인천광역시,중구,염염집,옥수한,2020-09-03,인천광역시 중구 개항로 22, ,일반음식점,한식,032-764-6518,Y,null, ,2020-10-12,
13729,406000,인천광역시,연수구,고래감자탕송도점,손은영,2020-09-11,인천광역시 연수구 컨벤시아대로130번길 12,107호. 108호,일반음식점,한식,032-832-6870,Y,null, ,2020-10-12,
13728,406000,인천광역시,연수구,공화춘송도점,이범택,2020-09-11,인천광역시 연수구 컨벤시아대로130번길 12,101호. 102호,일반음식점,한식,032-832-6095,Y,null, ,2020-10-12,
13727,406000,인천광역시,연수구,서해물총칼국수송도점,김미숙,2020-09-11,인천광역시 연수구 컨벤시아대로130번길 12,109호. 110호,일반음식점,한식,032-832-0567,Y,null, ,2020-10-12,
13726,406000,인천광역시,연수구,미추냉삼송도점,한설화,2020-09-11,인천광역시 연수구 컨벤시아대로 126,174호,일반음식점,한식,032-833-3344,Y,null, ,2020-10-12,
13725,406000,인천광역시,연수구,연안식당플러스송도점,이범택,2020-09-11,인천광역시 연수구 컨벤시아대로 126,132호. 135호. 136호,일반음식점,한식,032-831-6093,Y,null, ,2020-10-12,
13724,406000,인천광역시,연수구,코리앗치킨송도점,이범택,2020-09-11,인천광역시 연수구 컨벤시아대로 126,133호,일반음식점,한식,032--456-8313,Y,null, ,2020-10-12,
13723,406000,인천광역시,연수구,신마포갈매기송도점,한밈희,2020-09-11,인천광역시 연수구 신송로125번길 13,115호. 116호,일반음식점,한식,032-832-8591,Y,null, ,2020-10-12,
13722,406000,인천광역시,연수구,거부곱창,이화순,2020-09-11,인천광역시 연수구 샘말로 96-12,1층,일반음식점,한식,032-821-9759,Y,null, ,2020-10-12,
13721,406000,인천광역시,연수구,고래식당동춘점,우은선,2020-09-11,인천광역시 연수구 먼우금로 96,1층,일반음식점,한식,032-811-6092,Y,null, ,2020-10-12,
13720,403000,인천광역시,부평구,(주)더꽃게하우스,정지영(주)더꽃게하우스,2020-09-29,인천광역시 부평구 체육관로 14,2층,일반음식점,한식,070-7317-1757,Y,null, ,2020-10-12,
13719,403000,인천광역시,부평구,육품참숯화로구이,나영애,2020-09-29,인천광역시 부평구 주부토로 25 ,1층,일반음식점,한식,032-522-5777,Y,null, ,2020-10-12,
13718,403000,인천광역시,부평구,해주막국수,장미영,2020-09-28,인천광역시 부평구 장제로249번길 25-10,1층,일반음식점,한식,032-518-7173,Y,null, ,2020-10-12,
13717,403000,인천광역시,부평구,용마루집,박창길외1,2020-09-28,인천광역시 부평구 원길로 28,1층,일반음식점,한식,032-522-1199,Y,null, ,2020-10-12,
13716,403000,인천광역시,부평구,옥천식당,신선균,2020-09-25,인천광역시 부평구 안남로447,1층,일반음식점,한식,032-522-7443,Y,null, ,2020-10-12,
13715,403000,인천광역시,부평구,거궁부평점,김성국,2020-09-25,인천광역시 부평구 아트센터로166,3층,일반음식점,한식,032-517-4007,Y,null, ,2020-10-12,
13714,403000,인천광역시,부평구,명가설렁탕,김석봉,2020-09-17,인천광역시 부평구 부흥북로28,1층,일반음식점,한식,032-330-8277,Y,null, ,2020-10-12,
13713,403000,인천광역시,부평구,대가집손두부,윤연숙,2020-09-25,인천광역시 부평구 부평대로67,1층,일반음식점,한식,032-517-2416,Y,null, ,2020-10-12,
13712,403000,인천광역시,부평구,무봉리토종순대국,김영수,2020-09-23,인천광역시 부평구 백범로478번길 7-3,1층,일반음식점,한식,032-582-3119,Y,null, ,2020-10-12,
13711,403000,인천광역시,부평구,동암아구해물탕,김정일,2020-09-24,인천광역시 부평구 백범로468번길45,1층,일반음식점,한식,032-435-0233,Y,null, ,2020-10-12,
13710,403000,인천광역시,부평구,와!참치다,손철남,2020-09-24,인천광역시 부평구 백범로468번길41-1,1층,일반음식점,일식,032-437-5333,Y,null, ,2020-10-12,
13709,403000,인천광역시,부평구,제주고깃집동암점,이난숙,2020-09-25,인천광역시 부평구 배곶로1,1층,일반음식점,한식,032-438-0233,Y,null, ,2020-10-12,
13708,403000,인천광역시,부평구,착한쭝식,최광종외1명,2020-09-22,인천광역시 부평구 마장로314,1층,일반음식점,중식,032-361-6700,N,2020-11-05, ,2020-11-05,
13707,403000,인천광역시,부평구,명품삼계탕,김재순,2020-09-22,인천광역시 부평구 마장로253,2층,일반음식점,한식,032-517-8777,Y,null, ,2020-10-12,
13706,403000,인천광역시,부평구,황가복,황광무,2020-09-21,인천광역시 부평구 마장로245,1층. 2층,일반음식점,중식,032-330-0353,Y,null, ,2020-10-12,
13705,403000,인천광역시,부평구,남대감꽃게아구점문점,남기훈,2020-09-21,인천광역시 부평구 마장로243,1층,일반음식점,한식,032-505-2662,Y,null, ,2020-10-12,
13704,403000,인천광역시,부평구,변사또남원추어탕,이옥자,2020-09-17,인천광역시 부평구 마장로186-1,1층,일반음식점,한식,032-527-7533,Y,null, ,2020-10-12,
13703,403000,인천광역시,부평구,(주)온누리푸드온누리장작구이,김정일,2020-09-23,인천광역시 부평구 동암산로10,1층,일반음식점,한식,032-526-9292,Y,null, ,2020-10-12,
13702,403000,인천광역시,부평구,정기향옛날육개장,정기향,2020-09-25,인천광역시 부평구 동암남로29,1층,일반음식점,한식,032-432-6787,Y,null, ,2020-10-12,
13701,403000,인천광역시,부평구,본화로왕소금구이,정하윤,2020-09-28,인천광역시 부평구 동수천로96,1층,일반음식점,한식,032-528-2537,Y,null, ,2020-10-12,
13700,403000,인천광역시,부평구,소담촌부평삼산점,나현주,2020-09-28,인천광역시 부평구 길주로 641 ,2층,일반음식점,한식,032-361-0103,Y,null, ,2020-10-12,
13699,405000,인천광역시,남동구,구월골염소탕&더덕부추오리,한상은,2020-09-17,인천광역시 남동구 인주대로710번길 10,2층,일반음식점,한식,032-466-2131,Y,null, ,2020-10-12,
13698,405000,인천광역시,남동구,대포통닭,지준성,2020-09-17,인천광역시 남동구 논고개로136번길 6-12,1층,일반음식점_외,기타 음식점업,032-442-0701,Y,null, ,2020-10-12,
13697,417000,인천광역시,강화군,이가랑,하은수,2020-09-22,인천광역시 강화군 하점면 창후로 314-8,1동. 2동,일반음식점_외,기타 음식점업,032-932-1055,Y,null, ,2020-10-12,
13696,417000,인천광역시,강화군,석모바람길11th,오선희,2020-09-16,인천광역시 강화군 삼산면 삼산동로 229, ,일반음식점,한식,032-932-3473,Y,null, ,2020-10-12,
13695,417000,인천광역시,강화군,그곳가,김현,2020-09-16,인천광역시 강화군 내가면 오상리 396, ,일반음식점,한식,032-934-8887,Y,null, ,2020-10-12,
13694,417000,인천광역시,강화군,버섯마을,유영애,2020-09-18,인천광역시 강화군 내가면 고비고개로 732, ,일반음식점,한식,032-933-4756,Y,null, ,2020-10-12,
13693,417000,인천광역시,강화군,화원,원국동,2020-09-18,인천광역시 강화군 강화읍 화성길50번길 43,1층,일반음식점,한식,032-934-9188,Y,null, ,2020-10-12,
13692,417000,인천광역시,강화군,술술술돈까스,박종호,2020-09-22,인천광역시 강화군 강화읍 강화대로404번길 7,1층 103호 ,일반음식점,기타외국식,032-933-3820,Y,null, ,2020-10-12,
13691,417000,인천광역시,강화군,하루정식,김미애,2020-09-22,인천광역시 강화군 강화읍 강화대로404번길 7,1층 105호,일반음식점,한식,032-932-8580,Y,null, ,2020-10-12,
13690,681000,울산광역시,중구,만수원숯불갈비,이영애,2020-09-29,울산광역시 중구 해오름16길 2, ,일반음식점,한식,052-294-9118,Y,null, ,2020-10-12,
13689,681000,울산광역시,중구,계변골목국앤밥,이정임,2020-09-24,울산광역시 중구 계변고개 11, ,일반음식점,한식,052-297-4005,Y,null, ,2020-10-12,
13688,908000,세종특별자치시,세종시,버터리핸즈,김홍엽,2020-10-07,세종특별자치시 가름로 232 , ,일반음식점,서양식,044-864-1210,Y,null, ,2020-10-12,
13687,908000,세종특별자치시,세종시,포켓,박여진,2020-09-24,세종특별자치시 가름로 232, ,일반음식점_외,기타 음식점업,044-863-2736,Y,null, ,2020-10-12,
13686,908000,세종특별자치시,세종시,에이트,정승우,2020-09-23,세종특별자치시 한누리대로 288, ,일반음식점,서양식,044-862-7008,Y,null, ,2020-10-12,
13685,908000,세종특별자치시,세종시,김광희손두부,김광희,2020-09-23,세종특별자치시 시청대로 167 , ,일반음식점,한식,044-867-9931,Y,null, ,2020-10-12,
13684,908000,세종특별자치시,세종시,세종관,손권희,2020-09-23,세종특별자치시 한누리대로 284 , ,일반음식점_외,기타 음식점업,044-866-9993,Y,null, ,2020-10-12,
13683,908000,세종특별자치시,세종시,크래프트브로스,정남수,2020-09-23,세종특별자치시 나성북1로 18 , ,일반음식점_외,기타 음식점업,044-864-0677,Y,null, ,2020-10-12,
13682,908000,세종특별자치시,세종시,선유궁삼계탕,박세경,2020-09-21,세종특별자치시 금남면 용포2길 51, ,일반음식점,한식,044-864-9669,Y,null, ,2020-10-12,
13681,908000,세종특별자치시,세종시,바다축제세종점,박주영,2020-09-21,세종특별자치시 금남면 용포2길 51, ,일반음식점,한식,044-863-2679,N,2020-10-23, ,2020-10-23,
13680,611000,부산광역시,연제구,싱싱산꼼장어,김태덕,2020-10-06,부산광역시 연제구 월드컵대로153번길 27, ,일반음식점,한식,051-851-6678,Y,null, ,2020-10-12,
13679,611000,부산광역시,연제구,조선화로집연산점,최성복,2020-10-05,부산광역시 연제구 중앙대로1056번길 3, ,일반음식점,한식,051-868-9291,Y,null, ,2020-10-12,
13678,611000,부산광역시,연제구,부산밀면거제옥,이성기,2020-10-05,부산광역시 연제구 거제대로272번길 22, ,일반음식점,한식,051-851-8255,Y,null, ,2020-10-12,
13677,611000,부산광역시,연제구,부산밀면거제옥법원점,이혜진,2020-10-05,부산광역시 연제구 법원북로 79-1, ,일반음식점,한식,051-503-3060,Y,null, ,2020-10-12,
13676,617000,부산광역시,사상구,남해바다장어구이,김봉규,2020-10-07,부산광역시 사상구 새벽로167번길 22 , ,일반음식점,한식,051-324-3058,Y,null, ,2020-10-12,
13675,617000,부산광역시,사상구,우리기사식당,이정순,2020-10-07,부산광역시 사상구 사상로223번길 52 , ,일반음식점,한식,051-323-4487,Y,null, ,2020-10-12,
13674,617000,부산광역시,사상구,용감한식당,박영규,2020-10-07,부산광역시 사상구 모라로 22, ,일반음식점,한식,051-301-8681,Y,null, ,2020-10-12,
13673,617000,부산광역시,사상구,본가곰탕,배선애,2020-09-23,부산광역시 사상구 삼덕로 39 , ,일반음식점,한식,051-302-6006,Y,null, ,2020-10-12,
13672,617000,부산광역시,사상구,구포집,김순옥,2020-09-18,부산광역시 사상구 사상로 394 , ,일반음식점,한식,051-301-1541,Y,null, ,2020-10-12,
13671,617000,부산광역시,사상구,평화횟집,황갑원,2020-09-18,부산광역시 사상구 사상로531번길 16 , ,일반음식점,한식,051-301-1747,Y,null, ,2020-10-12,
13670,617000,부산광역시,사상구,풍원장,우현호,2020-09-10,부산광역시 사상구 강변대로 420-7, ,일반음식점,한식, ,Y,null, ,2020-10-12,
13669,617000,부산광역시,사상구,덕유산유통(남천할매떡볶이),박한석,2020-09-10,부산광역시 사상구 사상로 201  , ,일반음식점,한식, ,Y,null, ,2020-10-12,
13668,617000,부산광역시,사상구,백미옛날갈비,박두동,2020-09-10,부산광역시 사상구 백양대로 990 , ,일반음식점,한식,051-327-0878,Y,null, ,2020-10-12,
13667,617000,부산광역시,사상구,미소식당,문화순,2020-09-03,부산광역시 사상구 사상로477번길 22 , ,일반음식점,한식,051-303-7171,Y,null, ,2020-10-12,
