안심식당번호,시도명,시군구명,사업장명,정제도로명주소,정제지번주소,상세주소,업종명,업종상세명,전화번호,선정여부구분,취소일자,비고사항,수정일,정제우편번호,정제WGS84위도,정제WGS84경도
6799,경기도,평택시,(주)음식점닥터육팩트,경기도 평택시 만세로 1731,경기도 평택시 죽백동 486-13번지,1층,일반음식점,한식,031-653-3934,Y,,,,17864,37.01192822,127.1118583
6801,경기도,평택시,엄니추어탕,,경기도 평택시 합정동 964-17번지 프레이즈주상복합아파트,102호. 103호. 104호. 106호,일반음식점,한식,031-658-8845,Y,,,,17902,36.98936148,127.1134676
6803,경기도,평택시,가리헌갈비탕,경기도 평택시 비전5로 20-25,경기도 평택시 비전동 1108-1번지,와이제이타워 102호. 202호,일반음식점,한식,031-691-4006,Y,,,,17854,36.99935316,127.1146196
4547,경기도,광주시,원조설악추어탕,경기도 광주시 이배재로 150,경기도 광주시 목현동 1-2번지,101호. 102호,일반음식점,한식,031-761-4466,Y,,,,12765,37.42904229,127.2394255
4548,경기도,광주시,베이커리 카페 빵내음(본점),경기도 광주시 퇴촌면 천진암로 327-14,경기도 광주시 퇴촌면 도수리 674-1번지,,일반음식점_외,기타 음식점업,031-761-5525,Y,,,,12711,37.47308105,127.3089952
4549,경기도,광주시,베이커리 카페 빵내음,경기도 광주시 퇴촌면 천진암로 327-9,경기도 광주시 퇴촌면 도수리 676-6번지,,일반음식점_외,기타 음식점업,031-761-5525,Y,,,,12711,37.47294461,127.3082378
4550,경기도,광주시,동태골 2호점,,경기도 광주시 삼동 431-1번지 광록맨션,지하1층,일반음식점,한식,031-761-5780,Y,,,,12767,37.4119706,127.1944082
4551,경기도,광주시,금촌농장오리,경기도 광주시 이배재로 467,경기도 광주시 목현동 362번지,,일반음식점,한식,031-761-6906,Y,,,,12765,37.43172078,127.2091124
4552,경기도,광주시,윤화돈까스,경기도 광주시 이배재로 410-32,경기도 광주시 목현동 255번지,301호,일반음식점,서양식,031-761-9588,Y,,,,12765,37.435753,127.2140705
4554,경기도,광주시,초밥전문점 스시안,경기도 광주시 초월읍 경충대로 1264,경기도 광주시 초월읍 대쌍령리 185-1번지,2층,일반음식점,일식,031-762-1236,Y,,,,12735,37.38747667,127.2874554
4556,경기도,광주시,성진네흑염소집,경기도 광주시 이배재로 348,경기도 광주시 목현동 247번지,,일반음식점,한식,031-762-1782,Y,,,,12765,37.43532853,127.2212726
4558,경기도,광주시,사마루오리탕집,경기도 광주시 초월읍 산수로 760,경기도 광주시 초월읍 무갑리 626-3번지,,일반음식점,한식,031-762-2375,Y,,,,12730,37.42645512,127.3103004
4560,경기도,광주시,삼오우렁가마솥영양밥정식,경기도 광주시 남한산성면 회안대로1583번길 19,경기도 광주시 남한산성면 엄미리 201-3번지,,일반음식점,한식,031-762-3630,Y,,,,12701,37.47367134,127.2445296
4562,경기도,광주시,피자알볼로(경기광주점),경기도 광주시 중앙로 184,경기도 광주시 송정동 112-6번지,삼보빌딩 1층,일반음식점_외,기타 음식점업,031-762-8945,Y,,,,12743,37.41591082,127.2571002
4564,경기도,광주시,천현한우촌,경기도 광주시 초월읍 무갑길 81,경기도 광주시 초월읍 무갑리 444번지,,일반음식점,한식,031-763-5762,Y,,,,12730,37.4217329,127.3166413
4565,경기도,광주시,이조 眞설렁탕,경기도 광주시 역동로 47,경기도 광주시 역동 58-5번지,대복빌딩 1층,일반음식점,한식,031-763-5858,Y,,,,12759,37.40404746,127.2565058
4567,경기도,광주시,민속촌,경기도 광주시 광주대로 186,경기도 광주시 송정동 239번지,,일반음식점,한식,031-763-7785,Y,,,,12739,37.42312494,127.258614
4569,경기도,광주시,와사비,경기도 광주시 곤지암읍 곤지암로 88-6,경기도 광주시 곤지암읍 곤지암리 453-90번지,,일반음식점,일식,031-764-2621,Y,,,,12804,37.3480131,127.3381374
4571,경기도,광주시,이배재장어,경기도 광주시 이배재로451번길 14,경기도 광주시 목현동 371번지,,일반음식점,한식,031-765-3451,Y,,,,12765,37.43206712,127.2106709
4573,경기도,광주시,황금알,경기도 광주시 이배재로 344,경기도 광주시 목현동 247-3번지,,일반음식점,한식,031-765-5758,Y,,,,12765,37.43522159,127.2217929
4574,경기도,광주시,맛있는발효밥상 궁뜰,경기도 광주시 도척면 궁평하천길 38,경기도 광주시 도척면 궁평리 2-5번지,1층,일반음식점,한식,031-766-0987,Y,,,,12811,37.33983407,127.3356487
4576,경기도,광주시,궁뜰사랑채,경기도 광주시 도척면 궁평하천길 38,경기도 광주시 도척면 궁평리 2-5번지,,일반음식점,한식,031-766-0987,Y,,,,12811,37.33983407,127.3356487
4578,경기도,광주시,장지콩나물국밥(송정점),경기도 광주시 중앙로 196,경기도 광주시 송정동 110-3번지,,일반음식점,한식,031-766-1444,Y,,,,12739,37.41711857,127.2570511
4580,경기도,광주시,동선참치,경기도 광주시 포돌이로 7,경기도 광주시 경안동 433-19번지,,일반음식점,일식,031-766-3785,Y,,,,12752,37.41467074,127.2502787
4582,경기도,광주시,참조은보신탕,경기도 광주시 이배재로 144,경기도 광주시 목현동 1-6번지,,일반음식점,한식,031-766-8843,Y,,,,12765,37.42880963,127.2401949
2984,경기도,의정부시,텐미미,경기도 의정부시 경의로 66-1,경기도 의정부시 의정부동 592-3번지,1층,일반음식점,중식,,Y,,,,11654,37.73276741,127.0428826
2985,경기도,의정부시,강촌화로숯불구이,경기도 의정부시 청사로 45,경기도 의정부시 금오동 473-1번지,플래티넘프라자-1 109호,일반음식점,한식,,Y,,,,11757,37.75227355,127.0696207
2986,경기도,의정부시,거북이,경기도 의정부시 고산로195번길 65,경기도 의정부시 고산동 296번지,,일반음식점,한식,,Y,,,,11801,37.73934855,127.1083868
2987,경기도,의정부시,곰돌이네칼국수,경기도 의정부시 동일로 589,경기도 의정부시 신곡동 682번지,동신아파트상가 지하1층 4호,일반음식점,한식,031-845-9203,Y,,,,11743,37.74073266,127.0563968
2988,경기도,의정부시,곱스타그램,경기도 의정부시 오목로225번길 51,경기도 의정부시 민락동 827-2번지,1층,일반음식점,한식,,Y,,,,11813,37.74702579,127.0970862
2990,경기도,의정부시,궁중해물,경기도 의정부시 용현로150번길 14-3,경기도 의정부시 민락동 703-6번지,,일반음식점,한식,,Y,,,,11808,37.74010437,127.0920617
2991,경기도,의정부시,기운내,경기도 의정부시 녹양로62번길 84,경기도 의정부시 녹양동 341-4번지,1층,일반음식점,한식,,N,,,,11613,37.75716183,127.0371471
2993,경기도,의정부시,김치돌생삼겹살,경기도 의정부시 발곡로3번길 17,경기도 의정부시 신곡동 703-14번지,1층,일반음식점,한식,,Y,,,,11729,37.73219163,127.0549383
2995,경기도,의정부시,낙지사랑,경기도 의정부시 용민로122번길 30,경기도 의정부시 민락동 556번지 산들빌,신들빌 201호,일반음식점,한식,,Y,,,,11808,37.73961865,127.0923481
2997,경기도,의정부시,능이버섯백숙(벅벅가든),경기도 의정부시 용민로122번길 18,경기도 의정부시 민락동 710-1번지,1층,일반음식점,한식,,Y,,,,11808,37.73979647,127.0916435
2999,경기도,의정부시,달인보쌈,경기도 의정부시 장곡로 470,경기도 의정부시 신곡동 670-1번지,,일반음식점,한식,,Y,,,,11740,37.74465388,127.0565209
3001,경기도,의정부시,대가 정육생고기식당,경기도 의정부시 금오로76번길 17,경기도 의정부시 금오동 450-8번지,1층. 2층,일반음식점,한식,,Y,,,,11754,37.75505728,127.0742135
3003,경기도,의정부시,대박골,경기도 의정부시 용현로105번길 23-1,경기도 의정부시 민락동 734-1번지,대우프라자 1층 109호~110호,일반음식점,한식,,Y,,,,11803,37.74220442,127.0868745
3005,경기도,의정부시,돈블리,경기도 의정부시 체육로135번길 4,경기도 의정부시 녹양동 282-6번지,1층,일반음식점,한식,031-875-2010,Y,,,,11601,37.75999615,127.022382
3006,경기도,의정부시,동두천호수부대찌개(의정부용현점),경기도 의정부시 산단로76번길 93,경기도 의정부시 용현동 524-4번지,지하1층,일반음식점,한식,,Y,,,,11787,37.74338985,127.0830883
3008,경기도,의정부시,돼지.돼지,경기도 의정부시 민락로 387,경기도 의정부시 낙양동 742-2번지,예스프라자라베로 101호. 102호,일반음식점,한식,,Y,,,,11770,37.7557675,127.1128866
3010,경기도,의정부시,디미방,경기도 의정부시 녹양로 75,경기도 의정부시 녹양동 142-9번지,1층,일반음식점,한식,,Y,,,,11614,37.75760879,127.0339202
3012,경기도,의정부시,따순둥오리,경기도 의정부시 용현로160번길 15-1,경기도 의정부시 민락동 699-3번지,1층,일반음식점,한식,031-852-3370,Y,,,,11808,37.73964185,127.0938462
3014,경기도,의정부시,만화간장게장,경기도 의정부시 고산로 309,경기도 의정부시 고산동 211번지,1층,일반음식점,한식,,Y,,,,11801,37.74480606,127.1152252
3016,경기도,의정부시,메밀이 좋아,,경기도 의정부시 의정부동 234-30번지 한진그랑빌,한진그랑빌 1층,일반음식점,한식,,Y,,,,11686,37.74903772,127.0455862
3017,경기도,의정부시,명동닭한마리,경기도 의정부시 충의로37번길 10,경기도 의정부시 용현동 31-55번지,1층,일반음식점,한식,,Y,,,,11789,37.73501342,127.0873231
4955,경기도,하남시,돈소풍,경기도 하남시 천현로 120,경기도 하남시 천현동 39-5번지,1층. 2층,일반음식점,한식,,Y,,,,12956,37.53551804,127.2224055
11710,경기도,동두천시,돈까스클럽동두천점,경기도 동두천시 평화로 2150,경기도 동두천시 송내동 493-5번지,,일반음식점,서양식,031-868-2520,Y,,,,11366,37.87960751,127.0565658
11711,경기도,의정부시,백세삼계탕의정부점,경기도 의정부시 서부로 747,경기도 의정부시 가능동 92-11번지,,일반음식점,한식,031-878-1888,Y,,,,11611,37.75851164,127.0412029
11712,경기도,의정부시,맘스터치,경기도 의정부시 신흥로240번길 26,경기도 의정부시 의정부동 496-3번지,,일반음식점,서양식,031-877-8982,Y,,,,11651,37.73747079,127.0448171
11713,경기도,의정부시,다림원,경기도 의정부시 신흥로 264,경기도 의정부시 의정부동 440-35번지,,일반음식점,한식,031-829-2200,Y,,,,11670,37.73964663,127.0434304
11714,경기도,의정부시,죽이야기(의정부가능역점),경기도 의정부시 평화로 647,경기도 의정부시 의정부동 235-19번지,,일반음식점,한식,031-846-6288,Y,,프랜차이즈협회우선추천매장,,11686,37.74971903,127.0446286
11716,경기도,의정부시,메종키친,경기도 의정부시 능곡로 28,경기도 의정부시 신곡동 480번지,,일반음식점,서양식,070-8119-9147,Y,,,,11746,37.74036785,127.0600649
11717,경기도,의정부시,붐바타의정부민락점,경기도 의정부시 오목로225번길 161,경기도 의정부시 민락동 809-1번지,,일반음식점,서양식,031-853-2019,Y,,,,11813,37.74496852,127.0964277
11719,경기도,수원시,남문통닭본점,경기도 수원시 팔달구 정조로800번길 16,경기도 수원시 팔달구 팔달로1가 50번지,,일반음식점,한식,070-8670-8611,Y,,,,16257,37.27943729,127.0176407
11721,경기도,수원시,남가네설악추어탕,경기도 수원시 장안구 만석로19번길 11-7,경기도 수원시 장안구 천천동 528-3번지,,일반음식점,한식,031-271-9993,Y,,,,16329,37.29549086,126.9834195
9707,경기도,과천시,그곳에가면,경기도 과천시 새술막길 38,경기도 과천시 중앙동 40-5번지,중앙상가 지하106호. 107호,일반음식점,한식,02-502-0355,Y,,,,13807,37.42899274,126.9914552
9709,경기도,과천시,대흥식당,경기도 과천시 별양상가로 7,경기도 과천시 별양동 1-11번지,벽산상가 지하 13호. 15호,일반음식점,한식,02-504-1002,Y,,,,13837,37.42799856,126.9929313
9711,경기도,과천시,행복한밥상春,경기도 과천시 별양상가로 7,경기도 과천시 별양동 1-11번지,벽산상가 지하 9호,일반음식점,한식,02-504-3353,Y,,,,13837,37.42799856,126.9929313
9712,경기도,과천시,별양동언니,경기도 과천시 새술막길 36,경기도 과천시 중앙동 40-4번지,동성B/D 2층 3호,일반음식점,한식,02-502-0779,Y,,,,13807,37.429118,126.9912396
9714,경기도,과천시,숲속의하얀집,경기도 과천시 찬우물로 22-13,경기도 과천시 갈현동 7-7번지,,일반음식점,한식,02-502-5292,Y,,,,13840,37.41755425,126.9851814
9716,경기도,과천시,순희집,경기도 과천시 별양상가2로 20,경기도 과천시 별양동 1-18번지,새서울쇼핑 지하1층 6호,일반음식점,한식,02-503-1684,Y,,,,13837,37.42682517,126.9925549
9717,경기도,과천시,노걸대,경기도 과천시 중앙로 436,경기도 과천시 과천동 451-24번지,1층. 2층,일반음식점,한식,02-504-0908,Y,,,,13815,37.45170395,127.0012735
9719,경기도,이천시,뽀대찌개본점,경기도 이천시 부발읍 경충대로 2096-23,경기도 이천시 부발읍 아미리 728-7번지,201호,일반음식점,한식,070-4147-1234,Y,,,,17332,37.25294493,127.490494
11711,경기도,의정부시,백세삼계탕의정부점,경기도 의정부시 서부로 747,경기도 의정부시 가능동 92-11번지,,일반음식점,한식,031-878-1888,Y,,,,11611,37.75851164,127.0412029
11713,경기도,의정부시,다림원,경기도 의정부시 신흥로 264,경기도 의정부시 의정부동 440-35번지,,일반음식점,한식,031-829-2200,Y,,,,11670,37.73964663,127.0434304
11715,경기도,의정부시,맘스터치(의정부행복로점),경기도 의정부시 시민로121번길 31,경기도 의정부시 의정부동 179-14번지,,일반음식점_외,기타 음식점업,031-848-8982,Y,,,,11695,37.7398129,127.0491611
11716,경기도,의정부시,메종키친,경기도 의정부시 능곡로 28,경기도 의정부시 신곡동 480번지,,일반음식점,서양식,070-8119-9147,Y,,,,11746,37.74036785,127.0600649
11718,경기도,여주시,여주설렁탕,경기도 여주시 신륵사길 6-25,경기도 여주시 천송동 289-7번지,,일반음식점,한식,070-4123-0323,Y,,,,12636,37.29858268,127.6536327
6804,경기도,평택시,본도시락평택역점,경기도 평택시 중앙로 119-1,경기도 평택시 비전동 739-17번지,,일반음식점,한식,031-656-4282,Y,,,,17897,36.99322609,127.0964451
6805,경기도,평택시,애슐리W뉴코아평택점,,경기도 평택시 평택5로114번길10,,일반음식점_외,기타 음식점업,031-618-3023,Y,,,,17885,,
2449,경기도,부천시,우리보쌈과만두전골(중동점),,경기도 부천시 소향로,(주)부일상호신용금고 1층. 2층,일반음식점,한식,032-324-8686,Y,,,,,,
2450,경기도,부천시,참맛진숯불갈비,경기도 부천시 석천로177번길 16,경기도 부천시 중동 1163-11번지,201호. 202호,일반음식점,한식,032-325-6464,Y,,,,14546,37.50352368,126.7620258
2451,경기도,부천시,본죽(중동점),경기도 부천시 소향로 135,경기도 부천시 중동 1160번지,부일상호신용금고 1층,일반음식점,한식,032-326-6660,Y,,,,14547,37.50235779,126.762965
2452,경기도,부천시,세종가,경기도 부천시 상이로39번길 7-17,경기도 부천시 상동 603-5번지,1층,일반음식점,한식,032-323-6237,Y,,,,14593,37.49176865,126.7432731
2453,경기도,부천시,무등산추어탕,경기도 부천시 석천로25번길 40,경기도 부천시 상동 440-10번지,1층,일반음식점,한식,032-326-9292,Y,,,,14622,37.49000434,126.7578491
2455,경기도,부천시,북극돼지,경기도 부천시 상일로 96,경기도 부천시 상동 401번지,세원빌딩 201호,일반음식점,한식,070-8935-6314,Y,,,,14598,37.49130702,126.7528816
2457,경기도,부천시,미담,경기도 부천시 중동로254번길 70,경기도 부천시 중동 1143-2번지,2층. 3층,일반음식점,한식,032-322-9222,Y,,,,14548,37.50176099,126.7728363
2458,경기도,부천시,리원중동점,경기도 부천시 길주로 180,경기도 부천시 중동 1164번지,현대백화점 8층,일반음식점,한식,032-623-2816,Y,,,,14546,37.50431717,126.7620746
2460,경기도,부천시,(주)캘리스코사보텐현대중동점,경기도 부천시 길주로 180,경기도 부천시 중동 1164번지,현대백화점 8층,일반음식점,일식,032-623-2874,Y,,,,14546,37.50431717,126.7620746
2802,경기도,성남시,야탑골한방삼계탕,경기도 성남시 분당구 매화로38번길 6,경기도 성남시 분당구 야탑동 319-1번지,,일반음식점,한식,031-709-8599,Y,,,,13504,37.41073692,127.1344893
2803,경기도,성남시,자연애쭈꾸미,,경기도 성남시 분당구 수내동 32번지 양지마을청구금호아파트,금호상가 225호,일반음식점,한식,031-714-9124,Y,,,,13597,37.3759789,127.1171172
2805,경기도,성남시,푸른바다 볼테기,경기도 성남시 분당구 불정로77번길 13,경기도 성남시 분당구 정자동 136-8번지,1층,일반음식점,한식,031-715-2010,Y,,,,13612,37.36121942,127.1131608
2807,경기도,수원시,트립아시아,경기도 수원시 팔달구 권광로188번길 18,경기도 수원시 팔달구 인계동 1120-3번지,,일반음식점_외,기타 음식점업,031-222-4474,Y,,,,16488,37.26387249,127.0339577
2809,경기도,수원시,플레어비,경기도 수원시 영통구 광교중앙로 124,경기도 수원시 영통구 하동 871-1번지,광교 갤러리아백화점 B1층,일반음식점,기타외국식,,Y,,,,16514,37.285334,127.0572677
2811,경기도,수원시,60계(광교호수공원점),경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593번지 오피스텔,광교 엘리웨이 1층,일반음식점_외,기타 음식점업,0507-1412-9909,Y,,,,16514,37.27454832,127.0607599
2813,경기도,수원시,에그드랍(광교엘리웨이점),경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593번지 오피스텔,광교 엘리웨이 1층,일반음식점_외,기타 음식점업,031-8019-8588,Y,,,,16514,37.27454832,127.0607599
2814,경기도,수원시,커피반점,경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593번지 오피스텔,광교 엘리웨이 1층,일반음식점,기타외국식,031-8067-5666,Y,,,,16514,37.27454832,127.0607599
2816,경기도,수원시,땀땀,경기도 수원시 영통구 광교중앙로 124,경기도 수원시 영통구 하동 871-1번지,광교 갤러리아백화점 B1층,일반음식점,기타외국식,031-5174-7017,Y,,,,16514,37.285334,127.0572677
2818,경기도,수원시,지로나,경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593번지 오피스텔,3층,일반음식점,서양식,031-214-0669,Y,,,,16514,37.27454832,127.0607599
4651,경기도,성남시,주식회사 장수골 화로구이,경기도 성남시 수정구 산성대로 473,경기도 성남시 수정구 단대동 69-2번지,1층. 2층. 3층,일반음식점,기타외국식,031-748-8592,Y,,,,13143,37.45393598,127.1604424
4652,경기도,성남시,신강 양꼬치,경기도 성남시 수정구 수정남로 19,경기도 성남시 수정구 수진동 2980-1번지,1층,일반음식점,기타외국식,031-751-1425,Y,,,,13316,37.43969368,127.1301885
4653,경기도,성남시,천수정,경기도 성남시 수정구 고산동길 7,경기도 성남시 수정구 고등동 546-1번지,,일반음식점,한식,031-751-5062,Y,,,,13444,37.42521187,127.0954039
4654,경기도,성남시,까치골 가든,경기도 성남시 수정구 탄천로 812-1,경기도 성남시 수정구 복정동 459번지,1층,일반음식점,한식,031-751-5449,Y,,,,13108,37.45886599,127.1245309
4655,경기도,성남시,벌교꼬막정식남도향,경기도 성남시 수정구 헌릉로 1050,경기도 성남시 수정구 복정동 4-4번지,2층. 3층,일반음식점,한식,031-751-5959,Y,,,,13115,37.4589452,127.1473146
4657,경기도,성남시,태능갈비,경기도 성남시 수정구 탄리로 61,경기도 성남시 수정구 수진동 1-2번지,1층,일반음식점,기타외국식,031-755-8818,Y,,,,13327,37.44155125,127.1362386
4659,경기도,성남시,마산아구,경기도 성남시 수정구 수정로136번길 4,경기도 성남시 수정구 수진동 30번지,1층,일반음식점,한식,031-756-0473,Y,,,,13327,37.44153009,127.1352213
4660,경기도,성남시,신찌네,경기도 성남시 수정구 헌릉로 922,경기도 성남시 수정구 복정동 198-16번지,1층,일반음식점,한식,031-756-9944,Y,,,,13114,37.4652634,127.1353096
4662,경기도,성남시,유정혜 등촌 샤브 칼국수,경기도 성남시 수정구 복정로 63,경기도 성남시 수정구 복정동 685-8번지,1층,일반음식점,기타외국식,031-758-5033,Y,,,,13118,37.45852975,127.1265114
4664,경기도,성남시,쌈촌,경기도 성남시 수정구 복정로 51,경기도 성남시 수정구 복정동 689-2번지,2층,일반음식점,한식,031-758-9276,Y,,,,13118,37.45746683,127.1267315
4666,경기도,성남시,홍루원,경기도 성남시 수정구 달래내로 20,경기도 성남시 수정구 금토동 272-33번지,판교블랑쉬에2 지하1층. 1층,일반음식점,중식,031-781-3111,Y,,,,13449,37.40963493,127.0976911
4668,경기도,안성시,아메리카나,경기도 안성시 공도읍 정봉길 49,경기도 안성시 공도읍 승두리 7-4번지,,일반음식점,서양식,031-654-0019,Y,,,,17562,36.9959742,127.1753798
4670,경기도,안성시,안성(하)휴게소 한식,경기도 안성시 원곡면 경부고속도로 365,경기도 안성시 원곡면 반제리 642-6번지,,일반음식점,한식,031-655-0531,Y,,,,17557,37.01356358,127.1447184
4672,경기도,안성시,안성(하)휴게소 안성국밥,경기도 안성시 원곡면 경부고속도로 365,경기도 안성시 원곡면 반제리 642-6번지,,일반음식점,한식,031-655-0531,Y,,,,17557,37.01356358,127.1447184
4673,경기도,안성시,서안성웨딩홀,경기도 안성시 공도읍 덕봉서원로 68,경기도 안성시 공도읍 만정리 381번지,,일반음식점,한식,031-658-5300,Y,,,,17550,37.00995627,127.1723753
4675,경기도,안성시,약산골,경기도 안성시 인지1길 20,경기도 안성시 인지동 461번지,,일반음식점,한식,031-674-1771,Y,,,,17583,37.00492233,127.2659671
4677,경기도,안성시,AW웨딩홀,경기도 안성시 미양로 786-2,경기도 안성시 도기동 505-13번지,,일반음식점,한식,031-677-7800,Y,,,,17595,36.99694732,127.2496396
4679,경기도,안성시,79네 수육국밥,경기도 안성시 중앙로 274-16,경기도 안성시 석정동 131-26,,일반음식점,한식,,Y,,,,17578,37.01185663,127.2580886
4485,경기도,가평군,골든트리,경기도 가평군 가평읍 북한강변로 326-124,경기도 가평군 가평읍 금대리 128-10번지,1층. 2층. 3층,일반음식점,서양식,,Y,,,,12428,37.75512591,127.5390517
4487,경기도,고양시,산봉,경기도 고양시 일산서구 중앙로 1436,경기도 고양시 일산서구 주엽동 22번지,그랜드백화점 지하2층,일반음식점,한식,031-910-2088,Y,,,,10387,37.67082306,126.7610299
4488,경기도,고양시,싸움의고수,경기도 고양시 일산서구 중앙로 1436,경기도 고양시 일산서구 주엽동 22번지,그랜드백화점 지하2층,일반음식점,한식,031-918-8456,Y,,,,10387,37.67082306,126.7610299
4957,경기도,하남시,이디야 하남신장에코점(주),경기도 하남시 신장동로 35,경기도 하남시 신장동 589-1번지,유니온 109호. 110호,일반음식점_외,기타 음식점업,,Y,,,,12948,37.54337814,127.2112375
6688,경기도,군포시,군포맛집바다랑왕코다리(군포점),경기도 군포시 번영로 184,경기도 군포시 부곡동 751번지,,일반음식점,한식,031-461-4464,Y,,,,15878,37.33210242,126.9279699
6689,경기도,김포시,들내음,경기도 김포시 양촌읍 석모로 99,경기도 김포시 양촌읍 석모리 1198번지,,일반음식점,한식,031-988-3820,Y,,-,,10064,37.65221633,126.6395423
6690,경기도,김포시,김포가마솥해장국(김포한강점),경기도 김포시 양촌읍 양곡2로60번길 69,경기도 김포시 양촌읍 양곡리 1291-3번지,,일반음식점,한식,031-982-6699,Y,,-,,10060,37.6580522,126.6303032
6691,경기도,김포시,풀잎속의생명,경기도 김포시 사우로 3-12,경기도 김포시 사우동 895번지,,일반음식점,한식,031-997-6003,Y,,-,,10111,37.62192276,126.7226239
6693,경기도,김포시,고촌해물전골전문점,경기도 김포시 고촌읍 태리로 41,경기도 김포시 고촌읍 태리 287-1번지,,일반음식점,한식,031-984-4388,Y,,-,,10128,37.60530967,126.750236
6695,경기도,김포시,금양곱창,경기도 김포시 고촌읍 은행영사정로5번길 20,경기도 김포시 고촌읍 신곡리 1084-2번지,1층 102호,일반음식점,한식,031-985-6664,Y,,-,,10125,37.60126057,126.7714837
6697,경기도,부천시,미가원,경기도 부천시 상동로 74,경기도 부천시 상동 542-5번지,2층. 3층,일반음식점,한식,032-327-0516,Y,,1040.38,,14545,37.50365706,126.7531319
6698,경기도,부천시,어선횟집,경기도 부천시 길주로 86,경기도 부천시 상동 544-3번지,해피플러스 2층,일반음식점,일식,032-326-8881,Y,,179.2,,14544,37.50524475,126.7519168
6700,경기도,부천시,작동오리불고기,경기도 부천시 역곡로344번길 16,경기도 부천시 작동 126-10번지,1층,일반음식점,한식,032-681-5292,Y,,184,,14476,37.51474261,126.8138874
6702,경기도,부천시,도쿄하나약대점,경기도 부천시 신흥로 294,경기도 부천시 약대동 177-38번지,백제원도쿄 3층,일반음식점,일식,032-672-7117,Y,,667.48,,14531,37.50969893,126.7752938
6703,경기도,부천시,백제원약대점,경기도 부천시 신흥로 294,경기도 부천시 약대동 177-38번지,백제원도쿄 2층,일반음식점,한식,032-672-7007,Y,,703.51,,14531,37.50969893,126.7752938
6705,경기도,부천시,고메야,경기도 부천시 신흥로 150-1,경기도 부천시 중동 1112번지,위브더스테이트 상가 8동 110호,일반음식점,일식,032-620-3722,Y,,77.03,,14574,37.49748997,126.7789414
6707,경기도,부천시,산마루들녘에,경기도 부천시 길주로561번길 15,경기도 부천시 여월동 239-16번지,,일반음식점,한식,032-678-6506,Y,,180.34,,14479,37.50759713,126.8050144
6709,경기도,수원시,화홍추어탕,경기도 수원시 장안구 송원로41번길 9,경기도 수원시 장안구 송죽동 503-21번지,1층,일반음식점,한식,031-245-3660,Y,,,,16305,37.29937589,127.0066702
6710,경기도,수원시,장장정정,경기도 수원시 장안구 팔달로259번길 39,경기도 수원시 장안구 영화동 336-1번지,2층,일반음식점,한식,031-246-7011,Y,,,,16270,37.29042037,127.0120538
6712,경기도,수원시,드마리스㈜,경기도 수원시 장안구 경수대로 950,경기도 수원시 장안구 조원동 893번지,3층,일반음식점,한식,031-255-8800,Y,,,,16295,37.30354376,127.0075006
6714,경기도,수원시,크리스탈제이드,경기도 수원시 팔달구 덕영대로 924,경기도 수원시 팔달구 매산로1가 18번지,6층,일반음식점,중식,031-240-1667,Y,,,,16622,37.26563603,127.0000333
6716,경기도,수원시,베네세레수원점,경기도 수원시 팔달구 덕영대로 924,경기도 수원시 팔달구 매산로1가 18번지,6층,일반음식점,서양식,031-240-1665,Y,,,,16622,37.26563603,127.0000333
6718,경기도,수원시,라메르아이,경기도 수원시 팔달구 월드컵로 310,경기도 수원시 팔달구 우만동 228번지,,일반음식점_외,기타 음식점업,031-241-6000,Y,,,,16230,37.28849861,127.038578
6720,경기도,수원시,화돈골,경기도 수원시 영통구 영통로214번길 31,경기도 수원시 영통구 영통동 975-8,,일반음식점,한식,031-205-3009,Y,,,,16698,37.24671515,127.0588581
6721,경기도,수원시,㈜잔치수원지점우판등심,,경기도 수원시 영통구 권선로 908번길,10,일반음식점,한식,031-204-0086,Y,,,,,,
11719,경기도,수원시,남문통닭본점,경기도 수원시 팔달구 정조로800번길 16,경기도 수원시 팔달구 팔달로1가 50번지,,일반음식점,한식,070-8670-8611,Y,,,,16257,37.27943729,127.0176407
11720,경기도,수원시,장안먹거리,경기도 수원시 장안구 송원로86번길 10-4,경기도 수원시 장안구 조원동 752-2번지,,일반음식점,한식,031-8013-3838,Y,,,,16284,37.30196907,127.0103318
11721,경기도,수원시,남가네설악추어탕,경기도 수원시 장안구 만석로19번길 11-7,경기도 수원시 장안구 천천동 528-3번지,,일반음식점,한식,031-271-9993,Y,,,,16329,37.29549086,126.9834195
11722,경기도,수원시,송정각,경기도 수원시 장안구 경수대로 1127,경기도 수원시 장안구 파장동 555번지,,일반음식점,중식,031-268-8284,Y,,,,16347,37.31151742,126.9896294
13352,경기도,포천시,카페라끄,경기도 포천시 영북면 산정호수로 402,경기도 포천시 영북면 산정리 454-4번지,,일반음식점,한식,031-534-9500,Y,,,,11103,38.06538566,127.3142714
13354,경기도,과천시,빨간떡볶이샵,경기도 과천시 별양상가1로 25,경기도 과천시 별양동 1-10번지,203호,일반음식점,한식,070-8875-9013,Y,,,,13837,37.42828534,126.9925451
